Feature,Normalized.Dispersion
ENSG00000171824,0.5012641606225801
ENSG00000226849,10.347962931625949
ENSG00000230337,-0.6085228710872638
ENSG00000198793,-0.38631936998981314
ENSG00000120942,-1.0509985666827502
ENSG00000284646,nan
ENSG00000204624,6.80396452737059
ENSG00000284708,nan
ENSG00000116661,-0.13921840761700963
ENSG00000132879,-1.0835795694291597
ENSG00000116663,-2.0662427600129067
ENSG00000116670,0.022163649117216303
ENSG00000162490,1.3181657417155648
ENSG00000177674,-1.0393053665666103
ENSG00000215910,-1.7150530406080398
ENSG00000177000,0.29913650741588316
ENSG00000011021,0.5126179686672793
ENSG00000175206,9.599799786580983
ENSG00000120937,-0.2178728746418042
ENSG00000285646,12.64350449122679
ENSG00000116685,1.1666326906958608
ENSG00000083444,-0.034051809027706784
ENSG00000287384,11.746694909994721
ENSG00000116688,0.19407568708825707
ENSG00000116691,-0.9409002917392811
ENSG00000120949,-0.21456186660667065
ENSG00000028137,3.3349625263260405
ENSG00000048707,2.67990842029036
ENSG00000229484,nan
ENSG00000162496,2.437951287056038
ENSG00000272482,0.14335886231319134
ENSG00000157330,-1.2390749032869115
ENSG00000179172,nan
ENSG00000162494,nan
ENSG00000162493,2.098176535017725
ENSG00000116731,1.2335581407350595
ENSG00000189337,0.7369023507674214
ENSG00000231606,-1.3786375184859345
ENSG00000175147,0.8923240461692434
ENSG00000171729,-1.0002688442559937
ENSG00000142621,-0.7510760907576959
ENSG00000233485,0.5133362925004786
ENSG00000228140,0.4643975598402979
ENSG00000142634,1.9695507652378779
ENSG00000162438,-0.27119224768968636
ENSG00000132906,-1.6230151189528086
ENSG00000116138,-1.2318823213553578
ENSG00000116771,-0.2541764932915266
ENSG00000237301,-0.3076489029201893
ENSG00000197312,0.8314557733884563
ENSG00000271742,nan
ENSG00000116786,3.038382236620379
ENSG00000162461,0.8866578765635791
ENSG00000224459,nan
ENSG00000162458,0.24012429762426468
ENSG00000233954,-0.8790914342447982
ENSG00000179743,-0.892030626384914
ENSG00000065526,2.220109837485799
ENSG00000116809,-1.2631129958062581
ENSG00000183888,5.246453218517212
ENSG00000173641,-0.7372990916528669
ENSG00000186510,nan
ENSG00000184908,0.5676333243424337
ENSG00000185519,-0.22199234971888623
ENSG00000142627,-1.0031426313863718
ENSG00000227959,5.426131456372516
ENSG00000142632,-0.45342612900535767
ENSG00000288398,0.013062254996703727
ENSG00000132881,-0.7292186363777564
ENSG00000037637,1.5378097693833073
ENSG00000055070,-0.5444523950650214
ENSG00000187144,0.3168158038954224
ENSG00000157191,-0.7248389449503496
ENSG00000226029,1.7521861422790752
ENSG00000261135,0.10253660574640683
ENSG00000224174,nan
ENSG00000233421,4.701683539831846
ENSG00000219481,0.3099564312362892
ENSG00000271732,nan
ENSG00000058453,2.6891128147754126
ENSG00000228549,0.44722447830603484
ENSG00000238142,0.8407029333994401
ENSG00000272426,-0.22597700686993816
ENSG00000117122,1.7141776680021756
ENSG00000159363,2.686211810973201
ENSG00000117118,-1.5958129482690298
ENSG00000117115,2.5003349921625606
ENSG00000204362,1.5195738411682802
ENSG00000142623,0.9653329479123122
ENSG00000142619,nan
ENSG00000159339,1.00594537758181
ENSG00000179051,0.7184028714016415
ENSG00000074964,-0.5370578242357806
ENSG00000117154,0.23423903742744384
ENSG00000179002,nan
ENSG00000159423,-1.2577028268210995
ENSG00000169991,-1.4982749353496496
ENSG00000272084,0.3606822828827155
ENSG00000127481,1.7969249017210027
ENSG00000230424,0.38449705050508726
ENSG00000127463,0.0956661329724725
ENSG00000053372,-0.08575422935945289
ENSG00000162482,-0.7311599619907531
ENSG00000053371,-0.7326701399363447
ENSG00000040487,-0.7167166188604782
ENSG00000077549,-0.9008406884179614
ENSG00000173436,-1.20794585585375
ENSG00000158747,2.5301381748355314
ENSG00000158748,nan
ENSG00000162542,0.2723372276488615
ENSG00000169914,0.9606745200732464
ENSG00000188257,49.243597523111475
ENSG00000127472,-0.008354742303107917
ENSG00000117215,nan
ENSG00000227066,9.004939782007753
ENSG00000187980,0.036846794190384016
ENSG00000225986,-0.8072901929202543
ENSG00000162543,-1.8202884842105629
ENSG00000226664,nan
ENSG00000236963,-0.09856638532468807
ENSG00000226487,nan
ENSG00000162545,1.8634709135570733
ENSG00000090432,-2.2510707523590443
ENSG00000183114,-1.4963391169459457
ENSG00000158825,2.245949512573271
ENSG00000158828,-1.3423853076029384
ENSG00000117242,-0.8661357846831429
ENSG00000244038,-1.3317170128602138
ENSG00000117245,6.949626700389368
ENSG00000189410,3.3406477695751216
ENSG00000233069,2.630400593645155
ENSG00000127483,-0.5121563512445014
ENSG00000075151,-0.04810795322255511
ENSG00000287192,-1.604481232219704
ENSG00000117298,1.8214583002834128
ENSG00000236936,nan
ENSG00000231105,1.9515292206935506
ENSG00000142794,-0.39246368459848047
ENSG00000162551,0.5563019863212346
ENSG00000076864,0.8335327915057567
ENSG00000090686,0.17114188938557756
ENSG00000187942,-0.6176834298699022
ENSG00000142798,22.475592816105333
ENSG00000228397,0.20244322796110836
ENSG00000218510,-1.0344656493315176
ENSG00000070831,-0.6504309820242946
ENSG00000285752,11.020543360496651
ENSG00000230068,0.14528301050331413
ENSG00000162552,2.160312959812042
ENSG00000285873,-0.9280227806733764
ENSG00000184677,2.341668167450444
ENSG00000173372,6.244838627350605
ENSG00000159189,6.278658714414292
ENSG00000173369,6.634498562379308
ENSG00000133216,1.1057412063840464
ENSG00000227868,-0.9096968102714679
ENSG00000004487,-1.485078899219459
ENSG00000240553,nan
ENSG00000169641,-0.15729998712359092
ENSG00000179546,-0.2055656038171381
ENSG00000261326,0.1590481067107149
ENSG00000125944,-0.4034993287885031
ENSG00000125945,-0.5098956427014292
ENSG00000249087,-1.291463434978911
ENSG00000271420,-0.4766378668687214
ENSG00000204219,-1.3200203973411568
ENSG00000088280,-0.750495489503435
ENSG00000007968,-0.7256964837865602
ENSG00000117318,4.982717192366684
ENSG00000285802,7.937220071343708
ENSG00000197880,-0.2640231340576309
ENSG00000142676,-1.1216106074024519
ENSG00000236810,-1.7340187722717604
ENSG00000011007,-0.020097765520021505
ENSG00000057757,-0.5279178130695854
ENSG00000011009,-1.3899374195593412
ENSG00000117308,-0.6295825646001884
ENSG00000117305,-2.4854067726177345
ENSG00000179163,-0.6496385698253335
ENSG00000188822,nan
ENSG00000189266,-0.0910901773796789
ENSG00000188529,-0.4697716872714014
ENSG00000142661,nan
ENSG00000142677,nan
ENSG00000185436,-0.8078029832235938
ENSG00000230023,nan
ENSG00000158055,-1.7477531534599415
ENSG00000001460,2.4517730538304416
ENSG00000001461,0.43019888515824684
ENSG00000286061,nan
ENSG00000117602,1.55950678379061
ENSG00000264443,nan
ENSG00000184454,-0.0624839517331861
ENSG00000133226,-1.0586511614336485
ENSG00000169504,0.552764154408353
ENSG00000020633,6.3387431706397335
ENSG00000229162,nan
ENSG00000261025,1.1699980328817958
ENSG00000231953,nan
ENSG00000117614,-0.10747126523969398
ENSG00000284602,-0.5078425683381472
ENSG00000284657,-1.4317041767442864
ENSG00000117616,1.097924921721476
ENSG00000272432,-0.8247332053183823
ENSG00000187010,-0.15615579471161517
ENSG00000183726,-0.9563522014152833
ENSG00000188672,0.3265643370585141
ENSG00000204178,0.711715782635195
ENSG00000157978,-0.0025617652984974474
ENSG00000225643,-0.6326215212453268
ENSG00000117643,-1.4429982389310088
ENSG00000233478,-0.9861211494962373
ENSG00000162430,-0.28022492263747517
ENSG00000228172,1.044624866487842
ENSG00000117640,-0.9361287434238059
ENSG00000127423,-1.0137257147441163
ENSG00000236528,3.293149361690897
ENSG00000182749,-0.9909846412605625
ENSG00000117632,3.901875063495686
ENSG00000158006,-0.6403678121303884
ENSG00000158008,-0.6154794840144612
ENSG00000158014,-0.4471255600425098
ENSG00000158022,1.2990525459126185
ENSG00000175087,0.5883789694728506
ENSG00000197245,0.3528371321356026
ENSG00000282872,-3.463306059680594
ENSG00000236782,-1.1676632420113415
ENSG00000142684,-0.905430818352921
ENSG00000142675,-0.6074382469303591
ENSG00000130695,-0.7337111878313903
ENSG00000142669,0.6073347813528549
ENSG00000158062,2.5138086294749624
ENSG00000169442,18.514966751854526
ENSG00000176092,4.47476925686563
ENSG00000176083,6.63564067204545
ENSG00000117682,0.6878499664710275
ENSG00000225891,9.605133308247066
ENSG00000198830,4.2519873314358225
ENSG00000117676,3.4153999353386504
ENSG00000260063,-0.9330057806404395
ENSG00000117713,-0.5179758154233373
ENSG00000060642,-0.6554093021143771
ENSG00000204160,-0.45324962285482445
ENSG00000175793,-1.5363617137900152
ENSG00000142751,-0.6450935475867308
ENSG00000198746,0.7909925116370761
ENSG00000090273,0.10896726624189755
ENSG00000175707,nan
ENSG00000253368,0.7599676394325919
ENSG00000158246,-1.5075740619448423
ENSG00000090020,2.0993250164454924
ENSG00000142784,0.13767982671318077
ENSG00000186501,-1.4822512532619714
ENSG00000142765,2.497217563909561
ENSG00000142733,2.0442287785641997
ENSG00000142748,27.710507423618324
ENSG00000174950,-3.1766875067880003
ENSG00000181773,-1.1999356981932867
ENSG00000158195,-0.3553212476459017
ENSG00000237429,-1.4639037962344825
ENSG00000126705,-0.16549274924608318
ENSG00000000938,3.932890486900222
ENSG00000233975,-0.9076777840263854
ENSG00000126709,6.28299687018253
ENSG00000225886,nan
ENSG00000287244,-0.35893924231221996
ENSG00000009780,-1.418955746798916
ENSG00000117758,-1.0956405064361794
ENSG00000269971,7.116683214587318
ENSG00000270031,9.706072334626286
ENSG00000286433,2.468736089936781
ENSG00000117751,-1.2313865713547294
ENSG00000130775,1.1467148604941027
ENSG00000117748,-1.4432093365326326
ENSG00000130768,1.034219134470269
ENSG00000227050,nan
ENSG00000158156,-1.3757907160302068
ENSG00000158161,-1.0009062403623858
ENSG00000169403,0.4517419571157378
ENSG00000126698,-1.346321329562985
ENSG00000130770,-0.6288029617985648
ENSG00000270605,4.39096354030256
ENSG00000271398,nan
ENSG00000130766,2.4752913383115547
ENSG00000130772,-0.359269321866653
ENSG00000204138,-0.1277743412911037
ENSG00000180198,-1.446454679003975
ENSG00000242125,0.6224827389391759
ENSG00000180098,-0.681309262490236
ENSG00000197989,6.624735100933798
ENSG00000120656,-0.9412652208767799
ENSG00000188060,10.26613718419752
ENSG00000229388,2.4599675186846572
ENSG00000270103,1.114910819004102
ENSG00000162419,-0.5411563540526969
ENSG00000198492,-0.7761327697629621
ENSG00000116329,1.0380385126186276
ENSG00000233427,nan
ENSG00000159023,2.1905934193090832
ENSG00000253304,-1.0502201128801254
ENSG00000116350,-0.011408824499739019
ENSG00000116353,-1.304379734508909
ENSG00000060656,-1.3173617285427048
ENSG00000162510,0.6945522911516862
ENSG00000186056,-0.46587866714631315
ENSG00000287510,0.35965058033715247
ENSG00000162511,3.9012641894817732
ENSG00000229607,nan
ENSG00000223382,-1.5269767504201295
ENSG00000162512,0.858414839217283
ENSG00000134644,1.1000170038363548
ENSG00000084628,0.07916536233328096
ENSG00000060688,-0.9867230067751039
ENSG00000121766,0.42284352581993356
ENSG00000121769,19.58000932388963
ENSG00000168528,1.796206701988429
ENSG00000284543,1.583846019721282
ENSG00000142910,1.837139172834247
ENSG00000162517,-1.1547206427265417
ENSG00000235790,0.581138669575627
ENSG00000264078,-1.3662967010352023
ENSG00000084636,0.42506468780418605
ENSG00000121753,-1.5127303503195562
ENSG00000134668,3.4741426931573773
ENSG00000203620,0.6080010631536074
ENSG00000269967,nan
ENSG00000184007,2.777458117040094
ENSG00000121774,-0.5992645907276134
ENSG00000203325,-0.4491401871278933
ENSG00000121775,-1.5427221006670164
ENSG00000025800,-0.62084736378
ENSG00000084652,1.6440632615292652
ENSG00000160050,-0.4290527741992719
ENSG00000224066,0.15388347032688465
ENSG00000160051,1.0825375762946707
ENSG00000222046,nan
ENSG00000160055,-1.7366130833135196
ENSG00000084623,-1.6113019151911812
ENSG00000183615,-0.7825606231910407
ENSG00000182866,11.815704666127377
ENSG00000116478,-0.051312021681817886
ENSG00000175130,2.488481882168605
ENSG00000162526,1.6168351178038147
ENSG00000225828,-1.2019831310649616
ENSG00000160058,0.9484850983675823
ENSG00000273274,-0.854513971344597
ENSG00000160062,-0.36122301591597894
ENSG00000176261,0.8603025944061079
ENSG00000162521,-0.40905788367319956
ENSG00000162520,-0.6290286612135444
ENSG00000162522,-0.7937252626416094
ENSG00000134684,1.004609504240408
ENSG00000116497,3.326601562597568
ENSG00000160097,-0.6976831677215659
ENSG00000121905,-0.43603662488662426
ENSG00000121900,-0.7029341296715843
ENSG00000116514,-0.4774003405431567
ENSG00000004455,-1.0574858452251277
ENSG00000142920,-0.4396617591826751
ENSG00000116525,-0.8211251477814651
ENSG00000284721,nan
ENSG00000160094,-0.33753551359005374
ENSG00000225313,4.265724843196011
ENSG00000134686,0.17801473975956103
ENSG00000233246,nan
ENSG00000121903,8.483393540730322
ENSG00000121904,-0.4201948599000292
ENSG00000176256,nan
ENSG00000231163,nan
ENSG00000142698,-1.1024843447272412
ENSG00000163866,-1.4179781571757637
ENSG00000188910,-2.248703580683425
ENSG00000187513,1.9071385287870437
ENSG00000116544,-0.5000828990051001
ENSG00000243749,-0.5100564411073202
ENSG00000163867,0.5653747231732675
ENSG00000197056,-1.0914685453718762
ENSG00000284640,nan
ENSG00000116560,2.1548798928895216
ENSG00000146463,-0.48944312285629943
ENSG00000227409,3.3121180396137735
ENSG00000142687,-0.4205702353473612
ENSG00000020129,-0.9636960382223372
ENSG00000239636,0.3665396691862429
ENSG00000116819,3.7685886700208657
ENSG00000126067,-0.2720833312980098
ENSG00000142686,-1.0558117419069164
ENSG00000092853,-0.33743245000778777
ENSG00000134698,-0.3245995015539644
ENSG00000092847,0.3310325573740078
ENSG00000271914,2.2693751672189966
ENSG00000126070,1.4784729478747216
ENSG00000092850,-0.8400502171949905
ENSG00000116863,-1.3256798620317691
ENSG00000171812,0.589334788671884
ENSG00000054116,-1.5810774083421426
ENSG00000116871,1.8429183007576857
ENSG00000054118,-0.7279520569846263
ENSG00000214193,1.9687745389562725
ENSG00000142694,-0.029501425850485413
ENSG00000286379,1.1309190558241085
ENSG00000196182,0.6296507876740602
ENSG00000181817,-0.8385485495732334
ENSG00000116885,-1.9241032763843662
ENSG00000116898,-1.6564222621835702
ENSG00000119535,2.529283279849078
ENSG00000284705,-3.5555455952849164
ENSG00000163873,1.1037237454199342
ENSG00000284650,-0.37897459511337306
ENSG00000223944,nan
ENSG00000233621,-1.404710915231063
ENSG00000163874,1.254149458764163
ENSG00000163875,-0.7590132856228007
ENSG00000163877,1.576115749195078
ENSG00000163879,0.7223905000843007
ENSG00000134697,-1.0280554536609425
ENSG00000284748,1.0762685834634862
ENSG00000169218,nan
ENSG00000116922,-0.3502016969609796
ENSG00000134690,1.75893538612927
ENSG00000183317,0.3654362109230833
ENSG00000185090,-1.6685776817955624
ENSG00000196449,-1.7542517969036524
ENSG00000197982,0.2733161024480664
ENSG00000188786,-0.9206772321794531
ENSG00000204084,5.268409368133489
ENSG00000183431,-1.139027621689076
ENSG00000183386,-0.981438984954088
ENSG00000183520,-1.2889505942917217
ENSG00000185668,3.9067392057747083
ENSG00000224592,0.11077660195623629
ENSG00000284623,-1.433464587711055
ENSG00000287987,nan
ENSG00000116954,-0.8242976388120279
ENSG00000228436,-0.14405848304947566
ENSG00000214114,-1.3249956147980075
ENSG00000131233,1.1763942533258602
ENSG00000158315,-1.0768480529719089
ENSG00000174574,-0.2450876750503291
ENSG00000168653,-1.0284461821276683
ENSG00000127603,3.7303212492961815
ENSG00000270040,5.200685353336654
ENSG00000287422,nan
ENSG00000183682,0.04557836667487335
ENSG00000090621,3.0146393571226056
ENSG00000228060,nan
ENSG00000163909,0.661271870553808
ENSG00000116981,-0.8819090258959448
ENSG00000116983,1.7035440921145784
ENSG00000084072,-1.3035424467004302
ENSG00000116985,0.6214589666552642
ENSG00000198754,-0.32854749373232656
ENSG00000261798,4.47711070421009
ENSG00000284719,-0.49967673062954665
ENSG00000284678,nan
ENSG00000043514,0.6958486212060958
ENSG00000116990,1.2113158728751916
ENSG00000236546,1.179758757016394
ENSG00000168389,3.55516176596745
ENSG00000131236,-1.199804806714377
ENSG00000131238,-0.8366680311842312
ENSG00000117000,0.1982366086903194
ENSG00000259943,-1.408985140455075
ENSG00000084073,-0.9230279924485495
ENSG00000049089,-0.7333495153010605
ENSG00000084070,-0.07553703852967024
ENSG00000284677,-0.7254124909649255
ENSG00000187801,5.395531664353184
ENSG00000260920,-1.1380099609829961
ENSG00000187815,-0.9944844312690757
ENSG00000238287,5.224046548811844
ENSG00000164002,1.173499899725062
ENSG00000117010,2.106869851495383
ENSG00000117016,-0.7502801221810577
ENSG00000287743,nan
ENSG00000272145,-0.012950811846972466
ENSG00000066136,-1.618794924642543
ENSG00000117013,-1.284480802601628
ENSG00000179862,-0.6949846545665864
ENSG00000171793,-0.7211717530985156
ENSG00000281207,nan
ENSG00000171790,0.3372845612207389
ENSG00000010803,-0.7370218708434717
ENSG00000287400,-1.0765465428800232
ENSG00000235358,nan
ENSG00000204060,1.0303753023579982
ENSG00000127129,-0.07947674846569261
ENSG00000127124,0.014912992736403535
ENSG00000287587,0.20454910979946975
ENSG00000044012,nan
ENSG00000198815,1.5419205880506737
ENSG00000177181,3.6303261484252096
ENSG00000066185,-0.6027613741294927
ENSG00000127125,-1.716054119793136
ENSG00000186409,0.6172131270055887
ENSG00000171960,-0.9973719920277128
ENSG00000285728,-0.8772937777390174
ENSG00000234917,nan
ENSG00000065978,-0.8995750142571267
ENSG00000164007,nan
ENSG00000117385,5.164215626938114
ENSG00000164008,-1.1444946486653762
ENSG00000274386,0.5051384636490123
ENSG00000177868,-1.1212165186520853
ENSG00000164010,-1.0589103751881486
ENSG00000228192,-0.8994833312434032
ENSG00000164011,-1.0693022824874356
ENSG00000117394,5.471392386728563
ENSG00000227533,4.880882057843152
ENSG00000283973,nan
ENSG00000186973,-1.6021419358882736
ENSG00000117395,-1.2144262340836218
ENSG00000243710,-0.5814868409431876
ENSG00000179178,4.585341251715105
ENSG00000066056,-0.29034436995263735
ENSG00000117400,-0.4695547481085626
ENSG00000287113,nan
ENSG00000234694,0.5902766453683024
ENSG00000117399,5.202869834214025
ENSG00000066322,7.335566695645348
ENSG00000159479,-1.1013481947705204
ENSG00000229431,nan
ENSG00000198198,0.13846684660067968
ENSG00000178922,0.017796925411129837
ENSG00000142949,-0.9804515575080794
ENSG00000066135,-0.6699276687471855
ENSG00000236200,-1.545329755005246
ENSG00000126091,-1.0528388374788877
ENSG00000229444,nan
ENSG00000117407,0.14796242033799115
ENSG00000237950,-1.1092134545635488
ENSG00000117408,-0.16295884896618096
ENSG00000285649,-0.19419155933812182
ENSG00000132768,0.9350418919221906
ENSG00000117410,-0.9017180006295444
ENSG00000117411,-1.5800589517957317
ENSG00000159214,-0.3351746791611187
ENSG00000196517,-0.47411793249802836
ENSG00000230615,-0.9557140420657216
ENSG00000171872,nan
ENSG00000178028,0.12505815589379415
ENSG00000117419,-0.5661855018884324
ENSG00000187147,1.2388885183144278
ENSG00000126106,-2.2115979349462256
ENSG00000198520,-0.06927343560710021
ENSG00000142945,-0.26947375957666797
ENSG00000225721,-0.9136845911500031
ENSG00000142937,-1.1387115522258524
ENSG00000142959,-1.2626296799734766
ENSG00000173846,5.2617714131195275
ENSG00000188396,2.149095083093967
ENSG00000222009,3.4162539441983633
ENSG00000117425,0.09542118702988114
ENSG00000070785,-1.8814435148267887
ENSG00000126107,-1.5843182415423547
ENSG00000126088,-1.0232290523195213
ENSG00000162415,-0.7175794017741953
ENSG00000281912,1.6004925564713823
ENSG00000186603,-1.178714999584926
ENSG00000132781,1.8868381930699747
ENSG00000132773,1.5142939686100716
ENSG00000070759,0.6529718906273552
ENSG00000280670,1.2725878278164675
ENSG00000132763,-1.283667931937428
ENSG00000117450,-0.774598651233127
ENSG00000117448,-0.9638466256749372
ENSG00000132780,1.1799586430208848
ENSG00000159588,1.1309569706008078
ENSG00000159592,-1.0197140617465181
ENSG00000159596,-1.9507427999725335
ENSG00000197429,-1.9226920487573051
ENSG00000230896,1.1607692384204922
ENSG00000086015,-0.32432857540511806
ENSG00000117461,10.315430726918851
ENSG00000226957,nan
ENSG00000227857,nan
ENSG00000117472,-0.917275857072788
ENSG00000085998,-0.7558043215985579
ENSG00000171357,-0.6454099022993363
ENSG00000085999,-1.157320215827418
ENSG00000132128,-0.17911071019883448
ENSG00000173660,-1.1078097225883672
ENSG00000117481,1.6117779540683561
ENSG00000117480,1.5706198020243567
ENSG00000197587,4.4547869448218735
ENSG00000079277,2.234634674875839
ENSG00000142961,0.09449750773487725
ENSG00000123472,-1.622904754431032
