Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000188290,HES4,0.5695781561066068,-1.3641872791306437,8.958752326850863e-09,1.4669114710703568,1.3641872791306437,8.95875232685376e-09
ENSG00000187608,ISG15,1.1014930355441768,0.11045160215317432,0.8662369972734569,1.0203087502044264,-0.11045160215317432,0.8662369972734569
ENSG00000224969,AL645608.1,0.0008416374674645095,-0.7258823868761954,1.0,0.0008705706059764729,0.7258823868761954,1.0
ENSG00000188157,AGRN,0.21188223243419027,1.800186424791392,1.569530081675847e-06,0.060069371812376635,-1.800186424791392,1.569530081675847e-06
ENSG00000273443,AL645608.8,0.0,-3.6327729824847133,0.07686866287865683,0.0017411412119529457,3.6327729824847133,0.07686866287865683
ENSG00000131591,C1orf159,0.06775181613089301,1.587140154789275,4.9115029277990046e-05,0.021764265149411825,-1.587140154789275,4.9115029277990046e-05
ENSG00000223823,LINC01342,0.00042081873373225475,-0.4628479810424011,1.0,0.0,0.4628479810424011,1.0
ENSG00000205231,TTLL10-AS1,0.00021040936686612737,-1.0478104817635572,1.0,0.0,1.0478104817635572,1.0
ENSG00000186891,TNFRSF18,0.016201521248691807,-2.2218398815386067,3.947008648669925e-07,0.07573964271995315,2.2218398815386067,3.947008648669925e-07
ENSG00000186827,TNFRSF4,0.016832749349290188,-3.9174138445078825,6.406287782657944e-27,0.2568183287630595,3.9174138445078825,6.406287782657944e-27
ENSG00000078808,SDF4,1.365977609694899,0.6890810501812766,0.012988789889463524,0.8470651996151082,-0.6890810501812766,0.012988789889463524
ENSG00000176022,B3GALT6,0.11404187684144104,1.0828015956539283,0.0014035167629875972,0.05310480696456485,-1.0828015956539283,0.0014035167629875972
ENSG00000184163,C1QTNF12,0.0027353217692596557,-1.0478104817635572,0.35808226008783717,0.005223423635858837,1.0478104817635572,0.35808226008783717
ENSG00000260179,AL162741.1,0.0008416374674645095,-0.7258823868761954,1.0,0.0008705706059764729,0.7258823868761954,1.0
ENSG00000160087,UBE2J2,0.5060345273130363,0.8854024270252394,0.0022664597496452714,0.2733591702766125,-0.8854024270252394,0.0022664597496452714
ENSG00000162572,SCNN1D,0.023565849089006264,1.4504403857642671,0.010620548079886402,0.007835135453788257,-1.4504403857642671,0.010620548079886402
ENSG00000131584,ACAP3,0.2476518248014319,1.3861290172899765,5.755345692387386e-05,0.09402162544545907,-1.3861290172899765,5.755345692387386e-05
ENSG00000169972,PUSL1,0.22576925064735467,1.2265519298717482,7.514388660877153e-05,0.09576276665741203,-1.2265519298717482,7.514388660877153e-05
ENSG00000127054,INTS11,0.48288949695776234,1.0243393039922772,0.0004657198870305843,0.23679520482560062,-1.0243393039922772,0.0004657198870305843
ENSG00000224051,CPTP,0.22114024457629985,1.4992554111990692,1.920410811311107e-06,0.07748078393190609,-1.4992554111990692,1.920410811311107e-06
ENSG00000169962,TAS1R3,0.00021040936686612737,-1.0478104817635572,1.0,0.0,1.0478104817635572,1.0
ENSG00000107404,DVL1,0.08205965307778967,1.1037826969064968,0.0024269736695071206,0.037434536056988335,-1.1037826969064968,0.0024269736695071206
ENSG00000162576,MXRA8,0.7084483382382508,3.520118821798156,1.6721361813430463e-24,0.060939942418353106,-3.520118821798156,1.6721361813430463e-24
ENSG00000175756,AURKAIP1,1.5153682601698493,0.4708027727675067,0.10404039212576348,1.09343668110645,-0.4708027727675067,0.10404039212576348
ENSG00000221978,CCNL2,0.42397487423524666,0.9694675096682777,0.001528437907320124,0.21590151028216528,-0.9694675096682777,0.001528437907320124
ENSG00000224870,MRPL20-AS1,0.15738620641586326,1.8571552369204687,4.6018575974671644e-08,0.04265795969284717,-1.8571552369204687,4.6018575974671644e-08
ENSG00000242485,MRPL20,1.4701302462936319,0.8994861711069664,0.0010170613325715307,0.787866398408708,-0.8994861711069664,0.0010170613325715307
ENSG00000272455,AL391244.2,0.00399777797045642,1.2741176131238046,0.7500881646479595,0.0008705706059764729,-1.2741176131238046,0.7500881646479595
ENSG00000235098,ANKRD65,0.20178258282461614,2.814685994486507,1.8982741693597138e-14,0.02785825939124713,-2.814685994486507,1.8982741693597138e-14
ENSG00000225905,AL391244.1,0.008416374674645094,3.3097415228545257,0.0015668276901462507,0.0,-3.3097415228545257,0.0015668276901462507
ENSG00000205116,TMEM88B,0.007574737207180585,3.161642883865392,0.004962411245629144,0.0,-3.161642883865392,0.004962411245629144
ENSG00000225285,LINC01770,0.029036492627525577,4.07113059095995,1.475586794965182e-08,0.0008705706059764729,-4.07113059095995,1.475586794965182e-08
ENSG00000179403,VWA1,0.5352814293074281,3.5651997410584078,7.176904703297367e-24,0.04439910090480012,-3.5651997410584078,7.176904703297367e-24
ENSG00000215915,ATAD3C,0.027563627059462685,0.9965836375948953,0.04858399683842466,0.013058559089647094,-0.9965836375948953,0.04858399683842466
ENSG00000160072,ATAD3B,0.07469532523747521,-0.11123586190519186,0.8540335266344009,0.08009249574983551,0.11123586190519186,0.8540335266344009
ENSG00000197785,ATAD3A,0.12813930442147156,0.6812929946296773,0.06095686095100734,0.07922192514385903,-0.6812929946296773,0.06095686095100734
ENSG00000205090,TMEM240,0.01115169644390475,2.70707702039991,0.0019621229154464796,0.0008705706059764729,-2.70707702039991,0.0019621229154464796
ENSG00000160075,SSU72,1.3367307077005073,0.671253760794492,0.01578659548414828,0.8392300641613198,-0.671253760794492,0.01578659548414828
ENSG00000215014,AL645728.1,0.022092983520943375,-0.020329745341451044,1.0,0.021764265149411825,0.020329745341451044,1.0
ENSG00000228594,FNDC10,0.0031561405029919107,-2.5713724378205702,3.967987430390436e-06,0.019152553331482403,2.5713724378205702,3.967987430390436e-06
ENSG00000286989,AL691432.4,0.00021040936686612737,-2.047810481763557,0.48429695597344846,0.0008705706059764729,2.047810481763557,0.48429695597344846
ENSG00000272106,AL691432.2,0.23250235038707073,2.6038935698338515,3.7005087228155436e-14,0.037434536056988335,-2.6038935698338515,3.7005087228155436e-14
ENSG00000197530,MIB2,0.21104059496672575,0.7045645517250523,0.02802542167589558,0.128844449684518,-0.7045645517250523,0.02802542167589558
ENSG00000189409,MMP23B,0.05007742931413831,2.152616608076099,2.4709840558278883e-06,0.010446847271717675,-2.152616608076099,2.4709840558278883e-06
ENSG00000248333,CDK11B,0.12140620468175549,-0.06270935814289658,0.9391105785321371,0.12623273786658856,0.06270935814289658,0.9391105785321371
ENSG00000272004,FO704657.1,0.006522690372849948,0.1448345961788382,1.0,0.005223423635858837,-0.1448345961788382,1.0
ENSG00000189339,SLC35E2B,0.08290129054525418,1.407973359858595,0.00017206506300379326,0.030469971209176553,-1.407973359858595,0.00017206506300379326
ENSG00000008128,CDK11A,0.1283497137883377,-0.26851534291122636,0.4229795346402344,0.1540909972578357,0.26851534291122636,0.4229795346402344
ENSG00000215790,SLC35E2A,0.05491684475205924,1.3417563299991677,0.0009621712068466099,0.02089369454343535,-1.3417563299991677,0.0009621712068466099
ENSG00000008130,NADK,0.16853790285976802,0.53355875423359,0.11263448482541909,0.11578589059487089,-0.53355875423359,0.11263448482541909
ENSG00000078369,GNB1,0.6768869332083317,0.27546320163194093,0.44959073164043445,0.5589063290368956,-0.27546320163194093,0.44959073164043445
ENSG00000231050,AL109917.1,0.006522690372849948,2.952189518236442,0.009351187278021563,0.0,-2.952189518236442,0.009351187278021563
ENSG00000169885,CALML6,0.00042081873373225475,-1.462847981042401,0.6500050274208387,0.0008705706059764729,1.462847981042401,0.6500050274208362
ENSG00000178821,TMEM52,0.0021040936686612735,-1.1733413638474168,0.36595911947114,0.004352853029882364,1.1733413638474168,0.36595911947114
ENSG00000142609,CFAP74,0.00042081873373225475,-2.047810481763557,0.28921349361848364,0.0017411412119529457,2.047810481763557,0.28921349361848364
ENSG00000187730,GABRD,0.005681052905385439,0.43761634540668304,1.0,0.0034822824239058915,-0.43761634540668304,1.0
ENSG00000067606,PRKCZ,0.14434082567016338,3.4694652114460234,6.413994451459921e-17,0.012187988483670621,-3.4694652114460234,6.413994451459921e-17
ENSG00000182873,PRKCZ-AS1,0.0012624562011967642,-0.8254180604271095,0.6062975432450409,0.0017411412119529457,0.8254180604271095,0.6062975432450409
ENSG00000162585,FAAP20,1.379443809174331,0.5159660475987596,0.0717901454311788,0.964592231421932,-0.5159660475987596,0.0717901454311635
ENSG00000157933,SKI,0.23965626886051908,-0.6611766974883804,0.009170900745270114,0.37869821359976574,0.6611766974883804,0.009170900745270114
ENSG00000287356,AL590822.3,0.0014728655680628915,-1.6327729824847133,0.13079697594794482,0.004352853029882364,1.6327729824847133,0.13079697594794482
ENSG00000116151,MORN1,0.04397555767502062,1.9659953177614726,0.00015911022052076206,0.010446847271717675,-1.9659953177614726,0.00015911022052076206
ENSG00000272161,AL589739.1,0.00042081873373225475,-0.4628479810424011,1.0,0.0,0.4628479810424011,1.0
ENSG00000272420,AL513477.2,0.0006312281005983821,-0.04781048176355718,1.0,0.0,0.04781048176355718,1.0
ENSG00000157916,RER1,1.2870740971201011,0.3436818365941479,0.26979795694986775,1.014214755962591,-0.3436818365941479,0.2697979569498721
ENSG00000157911,PEX10,0.4046172124835629,1.7959934115487117,3.0718506889737814e-09,0.11578589059487089,-1.7959934115487117,3.0718506889737814e-09
ENSG00000149527,PLCH2,0.07174959410134943,3.2001170316800276,1.82320044103896e-10,0.006964564847811783,-3.2001170316800276,1.82320044103896e-10
ENSG00000229393,AL139246.4,0.0,-3.047810481763557,0.3091581708050721,0.0008705706059764729,3.047810481763557,0.3091581708050721
ENSG00000157881,PANK4,0.0645956756279011,1.4116211368737397,0.0002961481478306519,0.023505406361364767,-1.4116211368737397,0.0002961481478306519
ENSG00000197921,HES5,0.009889240242707986,3.537152018957598,0.0006161649648600867,0.0,-3.537152018957598,0.0006161649648600867
ENSG00000272449,AL139246.5,0.009047602775243477,-3.5425751735131357,1.4545913385550655e-24,0.10708018453510616,3.5425751735131357,1.4545913385550655e-24
ENSG00000238164,TNFRSF14-AS1,0.0025249124023935285,-2.15472568568007,0.0015954046754755832,0.011317417877694148,2.15472568568007,0.0015954046754755832
ENSG00000157873,TNFRSF14,0.11825006417876359,-2.1962215885455767,1.5267650369255534e-19,0.5423654875233426,2.1962215885455767,1.5267650369255534e-19
ENSG00000228037,AL139246.3,0.0,-4.855165403821161,0.0014673560035810688,0.005223423635858837,4.855165403821161,0.0014673560035810688
ENSG00000157870,PRXL2B,0.11972292974682648,1.0195447860382068,0.008933820114394976,0.058328230600423685,-1.0195447860382068,0.008933820114394976
ENSG00000142606,MMEL1,0.0223033928878095,0.6061936633872493,0.36035144167065064,0.013929129695623566,-0.6061936633872493,0.36035144167065064
ENSG00000237058,AL831784.1,0.00021040936686612737,-1.0478104817635572,1.0,0.0,1.0478104817635572,1.0
ENSG00000215912,TTC34,0.0010520468343306368,-1.0478104817635572,0.5222213021458774,0.0017411412119529457,1.0478104817635572,0.5222213021458774
ENSG00000177133,PRDM16-DT,0.005260234171653185,2.6526292363775337,0.027667802701182125,0.0,-2.6526292363775337,0.027667802701182125
ENSG00000142611,PRDM16,0.03282386123111587,4.246810267128069,2.4258427217818104e-09,0.0008705706059764729,-4.246810267128069,2.4258427217818104e-09
ENSG00000287828,AL354743.2,0.016201521248691807,2.6526292363775346,0.0002577474883322737,0.0017411412119529457,-2.6526292363775346,0.0002577474883322737
ENSG00000286518,AL354743.1,0.0012624562011967642,0.7595444402940466,0.7797656341829047,0.0,-0.7595444402940466,0.7797656341829047
ENSG00000130762,ARHGEF16,0.0031561405029919107,0.9521895182364428,0.509504506284356,0.0008705706059764729,-0.9521895182364428,0.509504506284356
ENSG00000162591,MEGF6,0.014518246313762789,1.2741176131238046,0.05631582646142696,0.005223423635858837,-1.2741176131238046,0.05631582646142696
ENSG00000238260,AL513320.1,0.0021040936686612735,-0.5883788631262608,0.9090502182060466,0.0026117118179294187,0.5883788631262608,0.9090502182060466
ENSG00000158109,TPRG1L,0.058072985255051154,0.5740785879559551,0.18069983777510218,0.03830510666296481,-0.5740785879559551,0.18069983777510218
ENSG00000116213,WRAP73,0.2074636357300016,1.3755338366358263,1.268295648867963e-05,0.07922192514385903,-1.3755338366358263,1.268295648867963e-05
ENSG00000078900,TP73,0.0008416374674645095,0.27411761312380456,1.0,0.0,-0.27411761312380456,1.0
ENSG00000227589,AL136528.1,0.00021040936686612737,-1.0478104817635572,1.0,0.0,1.0478104817635572,1.0
ENSG00000235169,SMIM1,0.03850491413650131,-0.3571385398712863,0.39951645191031554,0.048751953934682485,0.3571385398712863,0.39951645191031554
ENSG00000130764,LRRC47,0.34107358368999247,1.6045203670304609,1.1895644245836887e-07,0.11143303756498853,-1.6045203670304609,1.1895644245836887e-07
ENSG00000272153,AL365330.1,0.00042081873373225475,-0.4628479810424011,1.0,0.0,0.4628479810424011,1.0
ENSG00000116198,CEP104,0.12561439201907804,1.2935481430727056,0.00014077043004024953,0.05049309514663543,-1.2935481430727056,0.00014077043004024953
ENSG00000169598,DFFB,0.02966772072812396,0.932011636298812,0.0750705905462701,0.014799700301600039,-0.932011636298812,0.0750705905462701
ENSG00000198912,C1orf174,0.2266108881148192,0.9282988980284204,0.002525484250408617,0.11839760241280031,-0.9282988980284204,0.002525484250408617
ENSG00000236423,LINC01134,0.0008416374674645095,0.27411761312380456,1.0,0.0,-0.27411761312380456,1.0
ENSG00000196581,AJAP1,0.007574737207180585,3.161642883865392,0.0030880556902403147,0.0,-3.161642883865392,0.0030880556902403147
ENSG00000236948,AL365255.1,0.00042081873373225475,-0.4628479810424011,1.0,0.0,0.4628479810424011,1.0
ENSG00000131697,NPHP4,0.03892573287023356,1.491348329344473,0.002940831738879731,0.013058559089647094,-1.491348329344473,0.002940831738879731
ENSG00000069424,KCNAB2,0.0353487736335094,-2.9043188881740254,3.497386244575045e-27,0.2655240348228242,2.9043188881740254,3.497386244575045e-27
ENSG00000116254,CHD5,0.002314503035527401,0.5371520189575989,0.6683137120006966,0.0008705706059764729,-0.5371520189575989,0.6683137120006966
ENSG00000116251,RPL22,5.053822582757514,-0.5280799093486213,0.034088084955379426,7.2918993956589375,0.5280799093486213,0.03408808495537991
ENSG00000226944,AL031847.1,0.0006312281005983821,-0.04781048176355718,1.0,0.0,0.04781048176355718,1.0
ENSG00000158286,RNF207,0.0012624562011967642,-1.562383654593316,0.2691678585999213,0.0034822824239058915,1.562383654593316,0.2691678585999213
ENSG00000116237,ICMT,0.1451824631376279,0.7553747985450912,0.021280760543218143,0.08531591938569434,-0.7553747985450912,0.021280760543218143
ENSG00000225077,LINC00337,0.0008416374674645095,-2.047810481763558,0.12917711967578616,0.0034822824239058915,2.047810481763558,0.12917711967578616
ENSG00000158292,GPR153,0.01115169644390475,2.122114519678754,0.007973020456299834,0.0017411412119529457,-2.122114519678754,0.007973020456299834
ENSG00000097021,ACOT7,0.33686539635266993,2.18845701450745,8.287344872144145e-12,0.07312793090202373,-2.18845701450745,8.287344872144145e-12
ENSG00000271746,AL031848.2,0.005260234171653185,1.6526292363775337,0.10796154387692515,0.0008705706059764729,-1.6526292363775337,0.10796154387692515
ENSG00000069812,HES2,0.002945731136125783,0.8590801138449606,0.5058977048273179,0.0008705706059764729,-0.8590801138449606,0.5058977048273179
ENSG00000187017,ESPN,0.010730877710172495,2.0676667356563776,0.009333511823572718,0.0017411412119529457,-2.0676667356563776,0.009333511823572718
ENSG00000215788,TNFRSF25,0.013255790112566024,-2.8807004959283,3.4279883573259495e-15,0.09837447847534143,2.8807004959283,3.4279883573259495e-15
ENSG00000171680,PLEKHG5,0.014307836946896661,-3.01610162203622,4.869561624981568e-23,0.11665646120084737,3.01610162203622,4.869561624981568e-23
ENSG00000162408,NOL9,0.09363216825542668,1.395537413538663,0.0001525215041644176,0.034822824239058914,-1.395537413538663,0.0001525215041644176
ENSG00000173662,TAS1R1,0.005260234171653185,1.0676667356563776,0.2778488450233701,0.0017411412119529457,-1.0676667356563776,0.2778488450233701
ENSG00000204859,ZBTB48,0.11888129227936196,0.2894928390107201,0.4907190523941156,0.09663333726338849,-0.2894928390107201,0.4907190523941156
ENSG00000162413,KLHL21,0.22471720381302404,0.060039345570057634,1.0,0.2150309396761888,-0.060039345570057634,1.0
ENSG00000116273,PHF13,0.1346619947943215,1.276370064855183,0.00012017356624247831,0.05484594817651779,-1.276370064855183,0.00012017356624247831
ENSG00000041988,THAP3,0.25859311187847056,1.7572004998257469,2.4615016019190895e-08,0.07573964271995315,-1.7572004998257469,2.4615016019190895e-08
ENSG00000007923,DNAJC11,0.12329988898355064,1.061943370096155,0.0014964989025015936,0.058328230600423685,-1.061943370096155,0.0014964989025015936
ENSG00000237436,CAMTA1-DT,0.006733099739716076,0.9965836375948953,0.2684104286221995,0.0026117118179294187,-0.9965836375948953,0.2684104286221995
ENSG00000171735,CAMTA1,2.155433554176609,1.1301636393031687,3.2783513488879314e-05,0.9846153553593908,-1.1301636393031687,3.2783513488879314e-05
ENSG00000237402,CAMTA1-IT1,0.00042081873373225475,-0.4628479810424011,1.0,0.0,0.4628479810424011,1.0
ENSG00000237728,Z97987.1,0.00021040936686612737,-1.0478104817635572,1.0,0.0,1.0478104817635572,1.0
ENSG00000225126,AL365194.1,0.002314503035527401,1.537152018957599,0.24922014558144867,0.0,-1.537152018957599,0.24922014558144867
ENSG00000270171,AL359881.3,0.00021040936686612737,-1.0478104817635572,1.0,0.0,1.0478104817635572,1.0
ENSG00000270035,AL359881.2,0.00021040936686612737,-1.0478104817635572,1.0,0.0,1.0478104817635572,1.0
ENSG00000049245,VAMP3,1.53325305635347,0.9411464186246847,0.0005617248305412591,0.7983132456804256,-0.9411464186246847,0.0005617248305412512
ENSG00000269925,Z98884.2,0.00042081873373225475,-1.462847981042401,0.6500050274208387,0.0008705706059764729,1.462847981042401,0.6500050274208362
ENSG00000049246,PER3,0.07869310320793163,0.8590801138449606,0.03424734338393387,0.04265795969284717,-0.8590801138449606,0.03424734338393387
ENSG00000236266,Z98884.1,0.00021040936686612737,-2.6327729824847133,0.21629025734906093,0.0017411412119529457,2.6327729824847133,0.21629025734906093
ENSG00000049247,UTS2,0.00021040936686612737,-3.047810481763557,0.10516441016669047,0.0026117118179294187,3.047810481763557,0.10516441016669047
ENSG00000049249,TNFRSF9,0.0025249124023935285,-3.5172957650647785,1.5019690473918157e-06,0.030469971209176553,3.5172957650647785,1.5019690473918157e-06
ENSG00000116288,PARK7,3.477435606196487,1.0033643627033055,0.0002034858899972233,1.7350472177111105,-1.0033643627033055,0.00020348588999722077
ENSG00000284747,AL034417.4,0.0006312281005983821,-2.047810481763557,0.239685394939952,0.0026117118179294187,2.047810481763557,0.239685394939952
ENSG00000284716,AL034417.3,0.0012624562011967642,0.7595444402940466,0.7797656341829047,0.0,-0.7595444402940466,0.7797656341829047
ENSG00000116285,ERRFI1,0.6278615507285241,1.720917674787436,2.03894767205058e-08,0.1897843921028711,-1.720917674787436,2.03894767205058e-08
ENSG00000238290,AL034417.2,0.005681052905385439,0.1745819395728896,1.0,0.004352853029882364,-0.1745819395728896,1.0
ENSG00000227634,LINC01714,0.00042081873373225475,-0.4628479810424011,1.0,0.0,0.4628479810424011,1.0
ENSG00000233645,AL358876.2,0.0,-3.6327729824847133,0.07686866287865683,0.0017411412119529457,3.6327729824847133,0.07686866287865683
ENSG00000162426,SLC45A1,0.08774070598317511,3.6595486503173245,1.6045621040656475e-14,0.006093994241835311,-3.6595486503173245,1.6045621040656475e-14
ENSG00000142599,RERE,0.2661678490856511,1.1814356106139523,0.00014493229328977573,0.11665646120084737,-1.1814356106139523,0.00014493229328977573
ENSG00000232912,RERE-AS1,0.0006312281005983821,-2.047810481763557,0.17094320888253542,0.0026117118179294187,2.047810481763557,0.17094320888253298
ENSG00000228423,AL357552.2,0.00021040936686612737,-1.0478104817635572,1.0,0.0,1.0478104817635572,1.0
ENSG00000074800,ENO1,7.327506201112886,0.7451587960572672,0.006514555989313912,4.3737467244258,-0.7451587960572672,0.006514555989312332
ENSG00000230679,ENO1-AS1,0.006312281005983821,0.09903090656571312,1.0,0.005223423635858837,-0.09903090656571312,1.0
ENSG00000131686,CA6,0.00021040936686612737,-1.0478104817635572,1.0,0.0,1.0478104817635572,1.0
ENSG00000197241,SLC2A7,0.0006312281005983821,-1.0478104817635572,0.7598322670226889,0.0008705706059764729,1.0478104817635572,0.7598322670226889
ENSG00000142583,SLC2A5,0.11782924544503133,-3.7054871661251254,6.796904519715183e-64,1.5400394019723807,3.7054871661251254,6.796904519715183e-64
ENSG00000180758,GPR157,0.0054706435385193115,-2.1998135752086085,0.000460511219501794,0.025246547573317714,2.1998135752086085,0.000460511219501794
ENSG00000228526,MIR34AHG,0.006943509106582204,-2.386612395215317,4.230698880809242e-07,0.036563965451011864,2.386612395215317,4.230698880809242e-07
ENSG00000234546,LNCTAM34A,0.013255790112566024,0.2517498000953502,0.7797656341829047,0.010446847271717675,-0.2517498000953502,0.7797656341829047
ENSG00000049239,H6PD,0.06796222549775914,0.4340585259934948,0.30832741642250416,0.049622524540658956,-0.4340585259934948,0.30832741642250416
ENSG00000171621,SPSB1,0.37936808845962766,-0.14670623734395005,0.6648436354730276,0.4196150320806599,0.14670623734395005,0.6648436354730276
ENSG00000284652,BX323043.1,0.0014728655680628915,0.9521895182364428,0.8366175696069753,0.0,-0.9521895182364428,0.8366175696069753
ENSG00000284693,LINC02606,0.009889240242707986,1.952189518236442,0.01657140632958746,0.0017411412119529457,-1.952189518236442,0.01657140632958746
ENSG00000171612,SLC25A33,0.6097663451780371,0.7086952987982932,0.01518936515819681,0.3726042193579304,-0.7086952987982932,0.01518936515819681
ENSG00000188807,TMEM201,0.052391932349665715,1.2175340847574372,0.004016264679486758,0.021764265149411825,-1.2175340847574372,0.004016264679486758
ENSG00000171608,PIK3CD,0.010099649609574114,-2.9088340686147474,3.8782128545451505e-15,0.07661021332592961,2.9088340686147474,3.8782128545451505e-15
ENSG00000179840,PIK3CD-AS1,0.0,-4.047810481763557,0.018044427536057162,0.0026117118179294187,4.047810481763557,0.018044427536057162
ENSG00000231789,PIK3CD-AS2,0.015359883781227298,0.4612031657243003,0.6548581435911345,0.010446847271717675,-0.4612031657243003,0.6548581435911345
ENSG00000171603,CLSTN1,0.41661054639493217,1.4612591872771998,8.642040538008037e-07,0.15060871483392982,-1.4612591872771998,8.642040538008037e-07
ENSG00000178585,CTNNBIP1,0.2800548672988155,0.7693254610866311,0.011465937141596109,0.1636672739235769,-0.7693254610866311,0.011465937141596109
ENSG00000223989,AL357140.1,0.0006312281005983821,-0.04781048176355718,1.0,0.0,0.04781048176355718,1.0
ENSG00000285701,AL357140.4,0.00021040936686612737,-1.0478104817635572,1.0,0.0,1.0478104817635572,1.0
ENSG00000162441,LZIC,0.34065276495626023,0.9135278978673367,0.002122344461493195,0.1802081154371299,-0.9135278978673367,0.002122344461493195
ENSG00000228150,AL357140.2,0.001683274934929019,1.122114519678755,0.5317477097586126,0.0,-1.122114519678755,0.5317477097586126
ENSG00000173614,NMNAT1,0.05512725411892537,1.2906687893876523,0.001489957360140427,0.021764265149411825,-1.2906687893876523,0.001489957360140427
ENSG00000162444,RBP7,0.12224784214922,0.10364185960727568,0.962014220194389,0.11317417877694148,-0.10364185960727568,0.962014220194389
ENSG00000130939,UBE4B,0.14349918820269886,0.7532214424113239,0.023061350492406107,0.08444534877971788,-0.7532214424113239,0.023061350492406107
ENSG00000054523,KIF1B,0.6194451760538789,1.1099192227084493,0.00011897460763243583,0.2864177293662596,-1.1099192227084493,0.00011897460763243583
ENSG00000284735,AL139424.3,0.00021040936686612737,-2.047810481763557,0.5079987304865153,0.0008705706059764729,2.047810481763557,0.5079987304865153
ENSG00000284642,AL139424.2,0.002314503035527401,-0.7847760759297637,0.7206140595423722,0.0034822824239058915,0.7847760759297637,0.7206140595423722
ENSG00000142657,PGD,0.7339078716290522,-0.2678972863413494,0.36336457524190185,0.88362916506612,0.2678972863413494,0.36336457524182614
ENSG00000271989,AL139424.1,0.0008416374674645095,0.27411761312380456,1.0,0.0,-0.27411761312380456,1.0
ENSG00000175279,CENPS,0.145392872504494,1.2993549046228274,7.54194806798624e-05,0.058328230600423685,-1.2993549046228274,7.54194806798624e-05
ENSG00000241563,CORT,0.005681052905385439,0.43761634540668304,0.6992961878266598,0.0034822824239058915,-0.43761634540668304,0.6992961878266598
ENSG00000160049,DFFA,0.23460644405573203,1.1455734925027432,0.00019365672702429876,0.10533904332315322,-1.1455734925027432,0.00019365672702429876
ENSG00000142655,PEX14,0.11004409887098461,1.6636844248865295,3.9041605647693705e-06,0.03395225363308244,-1.6636844248865295,3.9041605647693705e-06
ENSG00000287727,AL139423.2,0.00021040936686612737,-1.0478104817635572,1.0,0.0,1.0478104817635572,1.0
ENSG00000130940,CASZ1,0.014307836946896661,0.475751474293455,0.4780872925818597,0.009576276665741202,-0.475751474293455,0.4780872925818597
ENSG00000272078,AL139423.1,0.00021040936686612737,-1.0478104817635572,1.0,0.0,1.0478104817635572,1.0
